id,title,synopsis,genres,release_date,episodes,members,popularity,ranked,score,img_url,link
269,Bleach,Ichigo Kurosaki is an ordinary high schooler—until his family is attacked by a Hollow a corrupt spirit that seeks to devour human souls. It is then that he meets a Soul Reaper named Rukia Kuchiki who gets injured while protecting Ichigo's family from the assailant. To save his family Ichigo accepts Rukia's offer of taking her powers and becomes a Soul Reaper as a result. However as Rukia is unable to regain her powers Ichigo is given the daunting task of hunting down the Hollows that plague their town. However he is not alone in his fight as he is later joined by his friends—classmates Orihime Inoue Yasutora Sado and Uryuu Ishida—who each have their own unique abilities. As Ichigo and his comrades get used to their new duties and support each other on and off the battlefield the young Soul Reaper soon learns that the Hollows are not the only real threat to the human world.,Action;Adventure;Comedy;Super Power;Supernatural;Shounen,2004-10-05,366,1002578,25,757,7.87,https://cdn.myanimelist.net/images/anime/3/40451.jpg,https://myanimelist.net/anime/269/Bleach
30123,Akagami no Shirayuki-hime,Although her name means snow white Shirayuki is a cheerful red-haired girl living in the country of Tanbarun who works diligently as an apothecary at her herbal shop. Her life changes drastically when she is noticed by the silly prince of Tanbarun Prince Raji who then tries to force her to become his concubine. Unwilling to give up her freedom Shirayuki cuts her long red hair and escapes into the forest where she is rescued from Raji by Zen Wistalia the second prince of a neighboring country and his two aides. Hoping to repay her debt to the trio someday Shirayuki sets her sights on pursuing a career as the court herbalist in Zen's country Clarines. Akagami no Shirayuki-hime depicts Shirayuki's journey toward a new life at the royal palace of Clarines as well as Zen's endeavor to become a prince worthy of his title. As loyal friendships are forged and deadly enemies formed Shirayuki and Zen slowly learn to support each other as they walk their own paths.,Fantasy;Romance;Drama;Shoujo,2015-07-07,12,336418,289,756,7.87,https://cdn.myanimelist.net/images/anime/10/75764.jpg,https://myanimelist.net/anime/30123/Akagami_no_Shirayuki-hime
32998,91 Days,As a child living in the town of Lawless Angelo Lagusa has witnessed a tragedy: his parents and younger brother have been mercilessly slaughtered by the Vanetti mafia family. Losing everything he holds dear he leaves both his name and hometown behind adopting the new identity of Avilio Bruno. Seven years later Avilio finally has his chance for revenge when he receives a mysterious letter prompting him to return to Lawless. Obliging he soon encounters the Vanetti don's son Nero and seeks to befriend him using the skills he has quietly honed for years. Set during the Prohibition era 91 Days tells the story of Avilio's dark bloodstained path to vengeance as he slowly ends each of the men involved in the killing of his family.,Action;Drama;Historical,2016-07-09,12,340857,281,755,7.87,https://cdn.myanimelist.net/images/anime/13/80515.jpg,https://myanimelist.net/anime/32998/91_Days
28999,Charlotte,While on the surface Yuu Otosaka appears to be just another charming and intelligent teenager he has a secret—he has the ability to slip into people's minds and fully control their body for five seconds at a time. Yuu has been using this skill for years to gain the highest grades which allowed him to enter a prestigious high school. When the enigmatic Nao Tomori catches Yuu using his power she coerces him and his sister Ayumi into transferring to Hoshinoumi Academy a school for students with supernatural abilities. The student council of the school led by Nao is tasked with secretly tracking down adolescents who abuse their powers. Yuu is forced to join the student council and together they face formidable challenges that bring him closer to the shocking truth that his own seemingly incomplete ability might be more powerful than he could have ever imagined. An original story from Jun Maeda creator of Angel Beats and Clannad  Charlotte explores the supernatural lives of these teenagers and the price they must pay for being special.,Drama;School;Super Power,2015-07-05,13,734250,66,742,7.88,https://cdn.myanimelist.net/images/anime/12/74683.jpg,https://myanimelist.net/anime/28999/Charlotte
11887,Kokoro Connect,When five students at Yamaboshi Academy realize that there are no clubs where they fit in they band together to form the Student Cultural Society or StuCS for short. The club consists of: Taichi Yaegashi a hardcore wrestling fan Iori Nagase an indecisive optimist Himeko Inaba a calm computer genius Yui Kiriyama a petite karate practitioner and Yoshifumi Aoki the class clown. One day Aoki and Yui experience a strange incident when without warning they switch bodies for a short period of time. As this supernatural phenomenon continues to occur randomly amongst the five friends they begin to realize that it is not just fun and games. Now forced to become closer than ever they soon discover each other's hidden secrets and emotional scars which could end up tearing the StuCS and their friendship apart.,Slice of Life;Comedy;Supernatural;Drama;Romance;School,2012-07-08,13,498307,135,732,7.89,https://cdn.myanimelist.net/images/anime/2/39665.jpg,https://myanimelist.net/anime/11887/Kokoro_Connect
5630,Higashi no Eden,On November 22 2010 Japan was hit by missile strikes a terrorist act that fortunately did not harm anyone becoming known as Careless Monday. Quickly forgotten society goes on about their lives as normal. During her graduation trip to America three months later friendly college student Saki Morimi's life is forever changed when she finds herself saved from unexpected trouble by Akira Takizawa. Takizawa is cheerful but odd in many ways—he is stark naked and suffers from amnesia believing himself to be a terrorist. In addition he possesses a strange cell phone loaded with 8.2 billion yen in digital cash. Despite Takizawa's suspicious traits Saki quickly befriends the enigmatic young man. However unbeknownst to her this is the beginning of a thrilling death game involving money cell phones and the salvation of the world. Higashi no Eden chronicles Saki's struggle to unravel the mysteries behind her savior while Takizawa himself battles other individuals armed with similar cell phones and returning memories which reveal his possible connection to the event from months ago.,Action;Sci-Fi;Mystery;Drama;Romance;Thriller,2009-04-10,11,398780,214,714,7.89,https://cdn.myanimelist.net/images/anime/9/15033.jpg,https://myanimelist.net/anime/5630/Higashi_no_Eden
35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),On the surface Koudo Ikusei Senior High School is a utopia. The students enjoy an unparalleled amount of freedom and it is ranked highly in Japan. However the reality is less than ideal. Four classes A through D are ranked in order of merit and only the top classes receive favorable treatment. Kiyotaka Ayanokouji is a student of Class D where the school dumps its worst. There he meets the unsociable Suzune Horikita who believes she was placed in Class D by mistake and desires to climb all the way to Class A and the seemingly amicable class idol Kikyou Kushida whose aim is to make as many friends as possible. While class membership is permanent class rankings are not students in lower ranked classes can rise in rankings if they score better than those in the top ones. Additionally in Class D there are no bars on what methods can be used to get ahead. In this cutthroat school can they prevail against the odds and reach the top?,Slice of Life;Psychological;Drama;School,2017-07-12,12,344479,279,705,7.91,https://cdn.myanimelist.net/images/anime/5/86830.jpg,https://myanimelist.net/anime/35507/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e_TV
12445,Tasogare Otome x Amnesia,Seikyou Private Academy built on the intrigue of traditional occult myths bears a dark past—for 60 years it has been haunted by a ghost known as Yuuko a young woman who mysteriously died in the basement of the old school building. With no memory of her life or death Yuuko discreetly finds and heads the Paranormal Investigations Club in search of answers. A chance meeting leads Yuuko to cling to diligent freshman Teiichi Niiya who can see the quirky ghost they quickly grow close and he decides to help her. Along with Kirie Kanoe Yuuko's relative and the oblivious second year Momoe Okonogi they delve deep into the infamous Seven Mysteries of the storied school. Tasogare Otome x Amnesia tells a unique tale of students who work together to shed light on their school's paranormal happenings all the while inching closer to the truth behind Yuuko's death.,Horror;Mystery;Romance;School;Shounen;Supernatural,2012-04-09,12,270355,366,702,7.91,https://cdn.myanimelist.net/images/anime/12/64435.jpg,https://myanimelist.net/anime/12445/Tasogare_Otome_x_Amnesia
4898,Kuroshitsuji,Young Ciel Phantomhive is known as the Queen's Guard Dog taking care of the many unsettling events that occur in Victorian England for Her Majesty. Aided by Sebastian Michaelis his loyal butler with seemingly inhuman abilities Ciel uses whatever means necessary to get the job done. But is there more to this black-clad butler than meets the eye? In Ciel's past lies a secret tragedy that enveloped him in perennial darkness—during one of his bleakest moments he formed a contract with Sebastian a demon bargaining his soul in exchange for vengeance upon those who wronged him. Today not only is Sebastian one hell of a butler but he is also the perfect servant to carry out his master's orders—all the while anticipating the delicious meal he will eventually make of Ciel's soul. As the two work to unravel the mystery behind Ciel's chain of misfortunes a bond forms between them that neither heaven nor hell can tear apart.,Action;Mystery;Comedy;Historical;Demons;Supernatural;Shounen,2008-10-03,24,684593,71,695,7.91,https://cdn.myanimelist.net/images/anime/5/27013.jpg,https://myanimelist.net/anime/4898/Kuroshitsuji
249,InuYasha (TV),Based on the Shogakukan award-winning manga of the same name InuYasha follows Kagome Higurashi a fifteen-year-old girl whose normal life ends when a demon drags her into a cursed well on the grounds of her family's Shinto shrine. Instead of hitting the bottom of the well Kagome ends up 500 years in the past during Japan's violent Sengoku period with the demon's true target a wish-granting jewel called the Shikon Jewel reborn inside of her. After a battle with a revived demon accidentally causes the sacred jewel to shatter Kagome enlists the help of a young hybrid dog-demon/human named Inuyasha to help her collect the shards and prevent them from falling into the wrong hands. Joining Kagome and Inuyasha on their quest are the orphan fox-demon Shippo the intelligent monk Miroku and the lethal demon slayer Sango. Together they must set aside their differences and work together to find the power granting shards spread across feudal Japan and deal with the threats that arise.,Action;Adventure;Comedy;Historical;Demons;Supernatural;Magic;Romance;Fantasy;Shounen,2000-10-16,167,456015,164,694,7.91,https://cdn.myanimelist.net/images/anime/1589/95329.jpg,https://myanimelist.net/anime/249/InuYasha_TV
15809,Hataraku Maou-sama!,Striking fear into the hearts of mortals the Demon Lord Satan begins to conquer the land of Ente Isla with his vast demon armies. However while embarking on this brutal quest to take over the continent his efforts are foiled by the hero Emilia forcing Satan to make his swift retreat through a dimensional portal only to land in the human world. Along with his loyal general Alsiel the demon finds himself stranded in modern-day Tokyo and vows to return and complete his subjugation of Ente Isla—that is if they can find a way back! Powerless in a world without magic Satan assumes the guise of a human named Sadao Maou and begins working at MgRonald's—a local fast-food restaurant—to make ends meet. He soon realizes that his goal of conquering Ente Isla is just not enough as he grows determined to climb the corporate ladder and become the ruler of Earth one satisfied customer at a time! Whether it's part-time work household chores or simply trying to pay the rent on time Hataraku Maou-sama! presents a hilarious view of the most mundane aspects of everyday life all through the eyes of a hapless demon lord.,Comedy;Demons;Supernatural;Romance;Fantasy,2013-04-04,13,808817,55,681,7.92,https://cdn.myanimelist.net/images/anime/3/50177.jpg,https://myanimelist.net/anime/15809/Hataraku_Maou-sama
22319,Tokyo Ghoul,Tokyo has become a cruel and merciless city—a place where vicious creatures called “ghouls” exist alongside humans. The citizens of this once great metropolis live in constant fear of these bloodthirsty savages and their thirst for human flesh. However the greatest threat these ghouls pose is their dangerous ability to masquerade as humans and blend in with society. Based on the best-selling supernatural horror manga by Sui Ishida Tokyo Ghoul follows Ken Kaneki a shy bookish college student who is instantly drawn to Rize Kamishiro an avid reader like himself. However Rize is not exactly who she seems and this unfortunate meeting pushes Kaneki into the dark depths of the ghouls' inhuman world. In a twist of fate Kaneki is saved by the enigmatic waitress Touka Kirishima and thus begins his new secret life as a half-ghoul/half-human who must find a way to integrate into both societies.,Action;Mystery;Horror;Psychological;Supernatural;Drama;Seinen,2014-07-04,12,1346036,6,674,7.93,https://cdn.myanimelist.net/images/anime/5/64449.jpg,https://myanimelist.net/anime/22319/Tokyo_Ghoul
20,Naruto,Moments prior to Naruto Uzumaki's birth a huge demon known as the Kyuubi the Nine-Tailed Fox attacked Konohagakure the Hidden Leaf Village and wreaked havoc. In order to put an end to the Kyuubi's rampage the leader of the village the Fourth Hokage sacrificed his life and sealed the monstrous beast inside the newborn Naruto. Now Naruto is a hyperactive and knuckle-headed ninja still living in Konohagakure. Shunned because of the Kyuubi inside him Naruto struggles to find his place in the village while his burning desire to become the Hokage of Konohagakure leads him not only to some great new friends but also some deadly foes.,Action;Adventure;Comedy;Super Power;Martial Arts;Shounen,2002-10-03,220,1280914,9,670,7.93,https://cdn.myanimelist.net/images/anime/13/17405.jpg,https://myanimelist.net/anime/20/Naruto
35120,Devilman: Crybaby,Devils cannot take form without a living host. However if the will of an individual is strong enough they can overcome the demon and make its power their own becoming a Devilman. Weak and unassuming Akira Fudou has always had a bleeding heart. So when his childhood friend Ryou Asuka asks for his help in uncovering devils Akira accepts without hesitation. However to Akira's surprise the place they go to is Sabbath: an immoral party of debauchery and degeneracy. Amidst bloodshed and death demons possess the partiers turning their bodies into grotesque monsters and begin wreaking havoc. In a reckless attempt to save his best friend Akira unwittingly merges with the devil Amon and becomes a Devilman gaining the power to defeat the remaining demons. Though it grants him great power this new partnership awakens an insatiable and primeval part of Akira. Having the body of a devil but the same crybaby heart Akira works alongside Ryou destroying those that harm humanity and his loved ones.,Action;Dementia;Demons;Horror;Supernatural,2018-01-05,10,358644,261,650,7.94,https://cdn.myanimelist.net/images/anime/2/89973.jpg,https://myanimelist.net/anime/35120/Devilman__Crybaby
790,Ergo Proxy,Within the domed city of Romdo lies one of the last human civilizations on Earth. Thousands of years ago a global ecological catastrophe doomed the planet now life outside these domes is virtually impossible. To expedite mankind's recovery AutoReivs humanoid-like robots have been created to assist people in their day-to-day lives. However AutoReivs have begun contracting an enigmatic disease called the Cogito Virus which grants them self-awareness. Re-l Mayer granddaughter of Romdo's ruler is assigned to investigate this phenomenon alongside her AutoReiv partner Iggy. But what begins as a routine investigation quickly spirals into a conspiracy as Re-l is confronted by humanity's darkest sins. Elsewhere in Romdo an AutoReiv specialist by the name of Vincent Law must also face his demons when surreal events begin occurring around him. Re-l Iggy Vincent and the child AutoReiv named Pino will form an unlikely faction as they struggle to uncover Romdo's mysteries and ultimately discover the true purpose of the mythical beings called Proxies.,Psychological;Mystery;Sci-Fi,2006-02-25,23,406663,201,633,7.96,https://cdn.myanimelist.net/images/anime/11/6259.jpg,https://myanimelist.net/anime/790/Ergo_Proxy
3588,Soul Eater,Death City is home to the famous Death Weapon Meister Academy a technical academy headed by the Shinigami—Lord Death himself. Its mission: to raise Death Scythes for the Shinigami to wield against the many evils of their fantastical world. These Death Scythes however are not made from physical weapons rather they are born from human hybrids who have the ability to transform their bodies into Demon Weapons and only after they have consumed the souls of 99 evil beings and one witch's soul. Soul Eater Evans a Demon Scythe who only seems to care about what's cool aims to become a Death Scythe with the help of his straight-laced wielder or meister Maka Albarn. The contrasting duo work and study alongside the hot headed Black☆Star and his caring weapon Tsubaki as well as the Shinigami's own son Death the Kid an obsessive-compulsive dual wielder of twin pistols Patty and Liz. Soul Eater follows these students of Shibusen as they take on missions to collect souls and protect the city from the world's threats while working together under the snickering sun to become sounder in mind body and soul.,Action;Fantasy;Comedy;Supernatural;Shounen,2008-04-07,51,970841,32,606,7.99,https://cdn.myanimelist.net/images/anime/9/7804.jpg,https://myanimelist.net/anime/3588/Soul_Eater
27775,Plastic Memories,Eighteen-year-old Tsukasa Mizugaki has failed his college entrance exams but after pulling some strings he manages to land a job at the Sion Artificial Intelligence Corporation. SAI Corp is responsible for the creation of Giftias—highly advanced androids which are almost indiscernible from normal humans. However unlike humans Giftias have a maximum lifespan of 81 920 hours or around nine years and four months. Terminal Service One the station Tsukasa was assigned to is responsible for collecting Giftias that have met their expiration date before they lose their memories and become hostile. Promptly after joining Terminal Service One Tsukasa is partnered with a beautiful Giftia named Isla. She is a Terminal Service veteran and considered the best in Giftia retrievals contrary to her petite figure and placid nature. Time is fleeting though and Tsukasa must come to terms with his feelings for Isla before her time is up. No matter how much someone desires it nothing lasts forever.,Sci-Fi;Drama;Romance,2015-04-05,13,465541,156,587,8.0,https://cdn.myanimelist.net/images/anime/4/72750.jpg,https://myanimelist.net/anime/27775/Plastic_Memories
387,Haibane Renmei,Born from a cocoon in the village of Old Home a young Haibane—a being with a halo and small gray wings—awakens to a world she does not understand without memories of her past. Named Rakka for the dream of falling she had while inside the cocoon she soon becomes accustomed to life in the strange town. However there are strict rules for the Haibane such as being forbidden to leave the village or go near the walls surrounding it. These along with mysterious disappearances of their kind on their Day of Flight begin to unsettle Rakka and the others since they know almost nothing about their own kind. Haibane Renmei tells not only Rakka's story but also of those around her as they live their lives with no memories of the past while trying to break free from their former pain and ultimately find salvation.,Slice of Life;Mystery;Psychological;Drama;Fantasy,2002-10-10,13,180467,599,581,8.0,https://cdn.myanimelist.net/images/anime/9/13134.jpg,https://myanimelist.net/anime/387/Haibane_Renmei
2924,ef: A Tale of Memories.,On Christmas Eve Hiro Hirono runs into Miyako Miyamura a frivolous girl who borrows his bicycle in order to chase down a purse thief. After Hiro finds his bicycle wrecked and Miyako unconscious the two unexpectedly spend their Christmas Eve together and when they discover they go to the same high school their accidental relationship develops even further. This sparks the jealousy of Hiro's childhood friend Kei Shindou whose pure approach to life catches the eye of Kyosuke Tsutsumi a womanizing photographer searching for the perfect shot. Elsewhere Renji Asou a boy who dreams of being a girl's knight in shining armor has a chance encounter with Kei's twin sister—the overly shy Chihiro Shindou who spends her time reading alone—at an abandoned train station. The two quickly become friends and eventually decide to write a novel together. However when Renji discovers Chihiro's secret a disability that causes her to have an eternally ephemeral memory his childish ideals will be put to the test. Guided by two mysterious adults these youths' relationships intertwine in a heart-rending tale of love rejection acceptance and memories.,Mystery;Drama;Romance,2007-10-07,12,202103,534,580,8.0,https://cdn.myanimelist.net/images/anime/11/50411.jpg,https://myanimelist.net/anime/2924/ef__A_Tale_of_Memories
10721,Mawaru Penguindrum,For the Takakura family destiny is an ever-spinning wheel pointing passionately in their direction with equal tides of joy and sorrow before ticking on to the next wishmaker. With their parents gone twin brothers Kanba and Shouma live alone with their beloved little sister Himari whose poor health cannot decline any further. On the day Himari is given permission to temporarily leave the hospital her brothers take her out to the aquarium to celebrate where the family's supposed fate is brought forth with her sudden collapse. However when Himari is inexplicably revived by a penguin hat from the aquarium's souvenir shop the hand of fate continues to tick faithfully forward. With her miraculous recovery though comes a cost: there is a new entity within her body whose condition for keeping her fate at bay sends the boys on a wild goose chase for the mysterious Penguin Drum. In their search the boys will have to follow the threads of fate leading from their own shocking past and into the lives of other wishmakers vying for the Penguin Drum all hoping to land upon their chosen destiny.,Mystery;Comedy;Dementia;Psychological;Drama,2011-07-08,24,221240,482,566,8.01,https://cdn.myanimelist.net/images/anime/5/30238.jpg,https://myanimelist.net/anime/10721/Mawaru_Penguindrum
339,Serial Experiments Lain,Lain Iwakura an awkward and introverted fourteen-year-old is one of the many girls from her school to receive a disturbing email from her classmate Chisa Yomoda—the very same Chisa who recently committed suicide. Lain has neither the desire nor the experience to handle even basic technology yet when the technophobe opens the email it leads her straight into the Wired a virtual world of communication networks similar to what we know as the internet. Lain's life is turned upside down as she begins to encounter cryptic mysteries one after another. Strange men called the Men in Black begin to appear wherever she goes asking her questions and somehow knowing more about her than even she herself knows. With the boundaries between reality and cyberspace rapidly blurring Lain is plunged into more surreal and bizarre events where identity consciousness and perception are concepts that take on new meanings. Written by Chiaki J. Konaka whose other works include Texhnolyze  Serial Experiments Lain is a psychological avant-garde mystery series that follows Lain as she makes crucial choices that will affect both the real world and the Wired. In closing one world and opening another only Lain will realize the significance of their presence.,Dementia;Drama;Mystery;Psychological;Sci-Fi;Supernatural,1998-07-06,13,369716,241,549,8.02,https://cdn.myanimelist.net/images/anime/1718/91550.jpg,https://myanimelist.net/anime/339/Serial_Experiments_Lain
